,Manufacturer,ProductName,ReleaseYear,ReleaseMonth,ReleaseDay,DDR_ver,Bandwidth
0,ADATA,AD4S26664G19-SGN,2023,9,4,4,21300
1,ADATA,AD5S48008G-S,2023,9,4,5,38400
2,CFD,CFD Selection D4N3200CM-16GQ,2023,9,4,4,25600
3,ADATA,AD4S26668G19-SGN,2023,9,4,4,21300
4,ADATA,AD4S266616G19-SGN,2023,9,4,4,21300
5,Corsair,CMW8GX4M1Z3200C16,2023,8,29,4,25600
6,サムスン,M323R1GB4DB0-CWM,2023,8,18,5,44800
7,サムスン,M378A2K43EB1-CWE,2023,8,18,4,25600
8,サムスン,M323R2GA3BB0-CQK,2023,8,18,5,38400
9,サムスン,M378A4G43AB2-CWE,2023,8,18,4,25600
10,サムスン,M323R4GA3DB0-CWM,2023,8,18,5,44800
11,ドスパラ 【直販モデル】,D4N3200-16G1A2,2023,8,17,4,25600
12,Mushkin Enhanced,IR4GMP1333D3,2023,8,16,3,10600
13,Mushkin Enhanced,IR8GMP1333D3,2023,8,16,3,10600
14,Mushkin Enhanced,IR16GMP1333D3,2023,8,16,3,10600
15,Silicon Power,SP032GBSFU320F02,2023,7,26,4,25600
16,キングストン,KSM32ES8/16MF,2023,7,25,4,25600
17,ADATA,AD5S480032G-S,2023,7,25,5,38400
18,crucial,CT8G56C46S5,2023,7,24,5,44800
19,crucial,CT8G52C42U5,2023,7,24,5,41600
20,crucial,CT8G56C46U5,2023,7,24,5,44800
21,crucial,CT8G52C42S5,2023,7,24,5,41600
22,crucial,CT24G56C46S5,2023,7,24,5,44800
23,crucial,CT32G56C46U5,2023,7,24,5,44800
24,crucial,CT32G56C46S5,2023,7,24,5,44800
25,crucial,CT48G56C46S5,2023,7,24,5,44800
26,Micron,MTA9ASF2G72PZ-2G9E1R,2023,7,14,4,23400
27,Micron,MTA18ASF2G72PZ-2G9J3R,2023,7,14,4,23400
28,Micron,MTA18ASF4G72PDZ-3G2R,2023,7,14,4,25600
29,Micron,MTA18ASF4G72PDZ-2G9E1R,2023,7,14,4,23400
30,Micron,MTA72ASS8G72LZ-3G2R2R,2023,7,14,4,25600
31,Micron,MTA72ASS16G72LZ-3G2B3R,2023,7,14,4,25600
32,キングストン,KF552C36BBE-16,2023,7,13,5,41600
33,ADATA,AD5S480016G-S,2023,7,10,5,38400
34,CFD,CFD Selection D4N3200CM-8GQ,2023,6,30,4,25600
35,グリーンハウス,GH-DNV4800-8GB,2023,6,27,5,38400
36,グリーンハウス,GH-DRV4800-8GB,2023,6,27,5,38400
37,グリーンハウス,GH-DNV4800-16GB,2023,6,27,5,38400
38,グリーンハウス,GH-DRV4800-16GB,2023,6,27,5,38400
39,グリーンハウス,GH-DNV4800-32GB,2023,6,27,5,38400
40,グリーンハウス,GH-DRV4800-32GB,2023,6,27,5,38400
41,キングストン,KF560C40BBA-8,2023,6,21,5,48000
42,キングストン,KF552C40BBA-16,2023,6,21,5,41600
43,キングストン,KSM26ED8/32MF,2023,6,19,4,21300
44,ADTEC,ADS4800D-R16GSBT,2023,6,16,5,38400
45,ADTEC,ADS4800D-R32GDBT,2023,6,16,5,38400
46,ADTEC,ADS4800D-R32GSAT,2023,6,16,5,38400
47,ADTEC,ADS4800D-R64GDAT,2023,6,16,5,38400
48,Corsair,CMSX8GX4M1A3200C22,2023,6,13,4,25600
49,Silicon Power,SP004GBLFU213N02,2023,6,5,4,17000
50,キングストン,KF436C17BWA/8,2023,6,5,4,28800
51,Silicon Power,SP032GBLFU320F02,2023,6,5,4,25600
52,キングストン,KF560C40BBA-16,2023,6,5,5,48000
53,キングストン,KF552C36BBEA-16,2023,6,5,5,41600
54,キングストン,KF560C36BBE-16,2023,6,5,5,48000
55,キングストン,KF548C38BBA-32,2023,6,5,5,38400
56,crucial,CT16G52C42S5,2023,6,2,5,41600
57,バッファロー,MV-D4U2400-S4G,2023,5,30,4,19200
58,Micron,MTA9ASF2G72AZ-3G2F1R,2023,5,30,4,25600
59,Micron,MTA9ASF2G72PZ-3G2F1R,2023,5,30,4,25600
60,Micron,MTA18ASF4G72AZ-3G2F1R,2023,5,30,4,25600
61,Micron,MTA18ASF4G72PDZ-3G2F1R,2023,5,30,4,25600
62,SPD 【直販モデル】,SDDR426S08G30,2023,5,16,4,21300
63,SPD 【直販モデル】,UDDR426D08G30,2023,5,16,4,21300
64,SPD 【直販モデル】,SDDR432S08G30,2023,5,16,4,25600
65,SPD 【直販モデル】,UDDR432D08G30,2023,5,16,4,25600
66,SPD 【直販モデル】,SDDR426S16G30,2023,5,16,4,21300
67,SPD 【直販モデル】,UDDR426D16G30,2023,5,16,4,21300
68,SPD 【直販モデル】,SDDR432S16G30,2023,5,16,4,25600
69,SPD 【直販モデル】,UDDR432D16G30,2023,5,16,4,25600
70,CENTURY MICRO,CB8G-SOD4U2133H,2023,5,2,4,17000
71,CENTURY MICRO,CB8G-SOD4U2400H,2023,5,2,4,19200
72,CENTURY MICRO,CB8G-SOD4U2666H,2023,5,2,4,21300
73,CENTURY MICRO,CB8G-SOD4U2933H,2023,5,2,4,23400
74,CENTURY MICRO,CB8G-SOD4U3200H,2023,5,2,4,25600
75,CENTURY MICRO,CB8G-D4U2133H,2023,5,1,4,17000
76,CENTURY MICRO,CB8G-D4U2400H,2023,5,1,4,19200
77,CENTURY MICRO,CB8G-D4U2666H,2023,5,1,4,21300
78,CENTURY MICRO,CB8G-D4U2933H,2023,5,1,4,23400
79,CENTURY MICRO,CB8G-D4U3200H,2023,5,1,4,25600
80,CENTURY MICRO,CB8G-D4UE2133H,2023,5,1,4,17000
81,CENTURY MICRO,CB8G-D4UE2666H,2023,5,1,4,21300
82,CENTURY MICRO,CB8G-D4UE2933H,2023,5,1,4,23400
83,CENTURY MICRO,CB8G-D4UE3200H,2023,5,1,4,25600
84,CENTURY MICRO,CB8G-D4RE213381,2023,5,1,4,17000
85,CENTURY MICRO,CB8G-D4RE240081,2023,5,1,4,19200
86,CENTURY MICRO,CB8G-D4RE266681,2023,5,1,4,21300
87,CENTURY MICRO,CB8G-D4RE293381,2023,5,1,4,23400
88,CENTURY MICRO,CB8G-D4RE320081,2023,5,1,4,25600
89,CENTURY MICRO,CB32G-SOD4U2133,2023,5,1,4,17000
90,CENTURY MICRO,CB32G-SOD4U2400,2023,5,1,4,19200
91,CENTURY MICRO,CB32G-SOD4U2666,2023,5,1,4,21300
92,CENTURY MICRO,CB32G-SOD4U2933,2023,5,1,4,23400
93,CENTURY MICRO,CB32G-SOD4U3200,2023,5,1,4,25600
94,CENTURY MICRO,CB32G-D4U2133,2023,4,28,4,17000
95,CENTURY MICRO,CB32G-D4U2400,2023,4,28,4,19200
96,CENTURY MICRO,CB32G-D4U2666,2023,4,28,4,21300
97,CENTURY MICRO,CB32G-D4U2933,2023,4,28,4,23400
98,CENTURY MICRO,CB32G-D4U3200,2023,4,28,4,25600
99,CENTURY MICRO,CB32G-D4UE2133,2023,4,28,4,17000
100,CENTURY MICRO,CB32G-D4UE2400,2023,4,28,4,19200
101,CENTURY MICRO,CB32G-D4UE2666,2023,4,28,4,21300
102,CENTURY MICRO,CB32G-D4UE2933,2023,4,28,4,23400
103,CENTURY MICRO,CB32G-D4UE3200,2023,4,28,4,25600
104,CENTURY MICRO,CB32G-D4RE213382,2023,4,28,4,17000
105,CENTURY MICRO,CB32G-D4RE240082,2023,4,28,4,19200
106,CENTURY MICRO,CB32G-D4RE266682,2023,4,28,4,21300
107,CENTURY MICRO,CB32G-D4RE293382,2023,4,28,4,23400
108,CENTURY MICRO,CB32G-D4RE320082,2023,4,28,4,25600
109,CENTURY MICRO,CB16G-SOD4U2133H,2023,4,27,4,17000
110,CENTURY MICRO,CB16G-SOD4U2400H,2023,4,27,4,19200
111,CENTURY MICRO,CB16G-SOD4U2666H,2023,4,27,4,21300
112,CENTURY MICRO,CB16G-SOD4U2933H,2023,4,27,4,23400
113,CENTURY MICRO,CB16G-SOD4U3200H,2023,4,27,4,25600
114,CENTURY MICRO,CB16G-SOD4U2133,2023,4,27,4,17000
115,CENTURY MICRO,CB16G-SOD4U2400,2023,4,27,4,19200
116,CENTURY MICRO,CB16G-SOD4U2666,2023,4,27,4,21300
117,CENTURY MICRO,CB16G-SOD4U2933,2023,4,27,4,23400
118,CENTURY MICRO,CB16G-SOD4U3200,2023,4,27,4,25600
119,CENTURY MICRO,CB16G-D4UE2666H,2023,4,27,4,21300
120,CENTURY MICRO,CB16G-D4UE2933H,2023,4,27,4,23400
121,CENTURY MICRO,CB16G-D4UE3200H,2023,4,27,4,25600
122,CENTURY MICRO,CB16G-D4UE2933,2023,4,27,4,23400
123,CENTURY MICRO,CB16G-D4UE3200,2023,4,27,4,25600
124,CENTURY MICRO,CB16G-D4U2133H,2023,4,26,4,17000
125,CENTURY MICRO,CB16G-D4U2400H,2023,4,26,4,19200
126,CENTURY MICRO,CB16G-D4U2666H,2023,4,26,4,21300
127,CENTURY MICRO,CB16G-D4U2933H,2023,4,26,4,23400
128,CENTURY MICRO,CB16G-D4U3200H,2023,4,26,4,25600
129,CENTURY MICRO,CB16G-D4U2133,2023,4,26,4,17000
130,CENTURY MICRO,CB16G-D4U2400,2023,4,26,4,19200
131,CENTURY MICRO,CB16G-D4U2666,2023,4,26,4,21300
132,CENTURY MICRO,CB16G-D4U2933,2023,4,26,4,23400
133,CENTURY MICRO,CB16G-D4U3200,2023,4,26,4,25600
134,CENTURY MICRO,CB16G-D4UE2133H,2023,4,26,4,17000
135,CENTURY MICRO,CB16G-D4UE2400H,2023,4,26,4,19200
136,CENTURY MICRO,CB16G-D4UE2133,2023,4,26,4,17000
137,CENTURY MICRO,CB16G-D4UE2400,2023,4,26,4,19200
138,CENTURY MICRO,CB16G-D4UE2666,2023,4,26,4,21300
139,CENTURY MICRO,CB16G-D4RE213381,2023,4,26,4,17000
140,CENTURY MICRO,CB16G-D4RE240081,2023,4,26,4,19200
141,CENTURY MICRO,CB16G-D4RE266681,2023,4,26,4,21300
142,CENTURY MICRO,CB16G-D4RE293381,2023,4,26,4,23400
143,CENTURY MICRO,CB16G-D4RE320081,2023,4,26,4,25600
144,CENTURY MICRO,CB16G-D4RE213382,2023,4,26,4,17000
145,CENTURY MICRO,CB16G-D4RE240082,2023,4,26,4,19200
146,CENTURY MICRO,CB16G-D4RE266682,2023,4,26,4,21300
147,CENTURY MICRO,CB16G-D4RE293382,2023,4,26,4,23400
148,CENTURY MICRO,CB16G-D4RE320082,2023,4,26,4,25600
149,ESSENCORE,KLEVV KD5AGUA80-56G460A,2023,4,20,5,44800
150,ESSENCORE,KLEVV KD5AGSA80-56G460A,2023,4,20,5,44800
151,WINTEN,WT-LD3200-8GB,2023,4,19,4,25600
152,WINTEN,WT-SD2666-4GB,2023,4,19,4,21300
153,WINTEN,WT-LD2400-4GB,2023,4,19,4,19200
154,WINTEN,WT-LD2400-8GB,2023,4,19,4,19200
155,WINTEN,WT-LD2666-4GB,2023,4,19,4,21300
156,WINTEN,WT-LD2666-8GB,2023,4,19,4,21300
157,WINTEN,WT-SD2400-4GB,2023,4,19,4,19200
158,WINTEN,WT-SD2400-8GB,2023,4,19,4,19200
159,WINTEN,WT-SD2666-8GB,2023,4,19,4,21300
160,WINTEN,WT-LD2400-16GB,2023,4,19,4,19200
161,WINTEN,WT-LD2666-16GB,2023,4,19,4,21300
162,WINTEN,WT-SD2400-16GB,2023,4,19,4,19200
163,WINTEN,WT-SD2666-16GB,2023,4,19,4,21300
164,WINTEN,WT-LD3200-16GB,2023,4,19,4,25600
165,WINTEN,WT-SD3200-16GB,2023,4,19,4,25600
166,WINTEN,WT-LD2666-32GB,2023,4,19,4,21300
167,WINTEN,WT-SD2666-32GB,2023,4,19,4,21300
168,キングストン,KVR56U46BS6-8,2023,4,18,5,44800
169,キングストン,KSM48E40BS8KM-16HM,2023,4,18,5,38400
170,キングストン,KSM48R40BS8KMM-16HMR,2023,4,18,5,38400
171,キングストン,KSM48E40BD8KM-32HM,2023,4,18,5,38400
172,キングストン,KSM48R40BS4TMM-32HMR,2023,4,18,5,38400
173,キングストン,KSM48R40BD4TMM-64HMR,2023,4,18,5,38400
174,IODATA,DZ3200-C4G,2023,3,24,4,25600
175,IODATA,SDZ3200-C4G,2023,3,24,4,25600
176,IODATA,DZ3200-C8G,2023,3,24,4,25600
177,IODATA,SDZ3200-C8G,2023,3,24,4,25600
178,ADTEC,ADS3200D-R16GDB,2023,3,8,4,25600
179,ADTEC,ADS3200D-R16GSA,2023,3,8,4,25600
180,ADTEC,ADS3200D-R32GDA,2023,3,8,4,25600
181,ADTEC,ADS3200D-R32GDB,2023,3,8,4,25600
182,ADTEC,ADS3200D-R64GDA,2023,3,8,4,25600
183,ADTEC,ADS2933D-R16GDB,2023,3,7,4,23400
184,Mushkin Enhanced,IR4GSO1333D3,2023,3,3,3,10600
185,バッファロー,MV-D4N3200-8G,2023,3,3,4,25600
186,バッファロー,MV-D4N3200-16G,2023,3,3,4,25600
187,Mushkin Enhanced,IR4GMP1866D3,2023,3,3,3,14900
188,Mushkin Enhanced,IR8GSO1333D3,2023,3,3,3,10600
189,バッファロー,MV-D4N3200-32G,2023,3,3,4,25600
190,Mushkin Enhanced,IR8GMP1866D3,2023,3,3,3,14900
191,Mushkin Enhanced,IR16GMP1866D3R,2023,3,3,3,14900
192,Silicon Power,SP008GBSFU213B02,2023,3,2,4,17000
193,CENTURY MICRO,CB8G-D4UE2400H,2023,2,27,4,19200
194,Micron,MTC10C1084S1EC48BA1R,2023,2,27,5,38400
195,Micron,MTA36ASF8G72PZ-3G2F1R,2023,2,27,4,25600
196,Silicon Power,SP008GBLFU240B02,2023,2,22,4,19200
197,Silicon Power,SP008GBLFU213B02,2023,2,22,4,17000
198,Silicon Power,SP008GBSFU320B02,2023,2,22,4,25600
199,crucial,CT8G48C40S5,2023,2,22,5,38400
200,Silicon Power,SP016GBLFU240B02,2023,2,22,4,19200
201,Silicon Power,SP016GBLFU213B02,2023,2,22,4,17000
202,Silicon Power,SP016GBLFU320F02,2023,2,22,4,25600
203,サムスン,M323R4GA3BB0-CQK,2023,2,22,5,38400
204,crucial,CT32G52C42S5,2023,2,22,5,41600
205,キングストン,KF430C15RB/8,2023,2,16,4,24000
206,キングストン,KVR26N19S6L/4,2023,2,16,4,21300
207,キングストン,HX430C16FB3A/32,2023,2,16,4,24000
208,SPD 【直販モデル】,SDDR1600LS04G,2023,2,10,3,12800
209,トランセンド,JM5600ALE-16G,2023,2,1,5,44800
210,トランセンド,JM5600ASE-16G,2023,2,1,5,44800
211,Corsair,CMG16GX4M1E3200C16,2023,1,16,4,25600
212,crucial,CT16G56C46U5,2023,1,16,5,44800
213,crucial,CT16G56C46S5,2023,1,16,5,44800
214,SPD 【直販モデル】,SDDR1600LS08G,2023,1,6,3,12800
215,crucial,CT16G52C42U5,2022,12,27,5,41600
216,crucial,CT32G52C42U5,2022,12,27,5,41600
217,SUPER TALENT,W160SA4GSL,2022,11,18,3,12800
218,SUPER TALENT,W1333SA4GS,2022,11,18,3,10600
219,ADTEC,ADS3200D-R8GSB,2022,11,9,4,25600
220,ADTEC,ADS4800D-E16GSB,2022,11,7,5,38400
221,ADTEC,ADS4800N-E16GSB,2022,11,7,5,38400
222,ADTEC,ADS4800D-E32GDB,2022,11,7,5,38400
223,ADTEC,ADS4800N-E32GDB,2022,11,7,5,38400
224,G.Skill,F5-4800S4039A16GX1-RS,2022,10,26,5,38400
225,G.Skill,F5-5200S3838A16GX1-RS,2022,10,26,5,41600
226,G.Skill,F5-4800S4039A32GX1-RS,2022,10,26,5,38400
227,G.Skill,F5-4800S3838A16GX1-RS,2022,10,25,5,38400
228,G.Skill,F5-4800S3434A16GX1-RS,2022,10,25,5,38400
229,G.Skill,F5-4800S3838A32GX1-RS,2022,10,25,5,38400
230,キングストン,KSM26ES8/16MF,2022,10,24,4,21300
231,Micron,MTC10F1084S1RC48BA1R,2022,10,11,5,38400
232,Micron,MTC20F1045S1RC48BA2R,2022,10,11,5,38400
233,Micron,MTC20F2085S1RC48BA1R,2022,10,11,5,38400
234,Micron,MTC20C2085S1EC48BA1R,2022,10,11,5,38400
235,サムスン,M471A1K43DB1-CWE,2022,9,27,4,25600
236,旭東エレクトロニクス,SE3D16008GL,2022,9,20,3,12800
237,旭東エレクトロニクス,SE3N16008GL,2022,9,20,3,12800
238,PNY,MD8GSD4320016-TB,2022,9,14,4,25600
239,PNY,MN16GSD42666-TB,2022,9,14,4,21300
240,PNY,MD16GSD4320016-TB,2022,9,14,4,25600
241,Mushkin Enhanced,IR2GSO1066D3,2022,9,12,3,8500
242,サムスン,M471A5244CB0-CWE,2022,9,5,4,25600
243,ADTEC,ADS2666D-H16G,2022,9,5,4,21300
244,ADTEC,ADS2666N-H16G,2022,9,5,4,21300
245,旭東エレクトロニクス,SE3D16004GL,2022,9,1,3,12800
246,旭東エレクトロニクス,SE3N16004GL,2022,9,1,3,12800
247,Micron,MTC40F2046S1RC48BA1R,2022,9,1,5,38400
248,CFD,D4N2133CS-4G,2022,8,19,4,17000
249,CFD,D4U2666CS-8G,2022,8,19,4,21300
250,CFD,D4U2400CS-8G,2022,8,19,4,19200
251,CFD,D4N3200CS-8G,2022,8,19,4,25600
252,CFD,D4U3200CS-8G,2022,8,19,4,25600
253,CFD,D4N2133CS-8G,2022,8,19,4,17000
254,CFD,D4N2666CS-8G,2022,8,19,4,21300
255,CFD,D4N2400CS-8G,2022,8,19,4,19200
256,CFD,D4U3200CS-16G,2022,8,19,4,25600
257,CFD,D4U2666CS-16G,2022,8,19,4,21300
258,CFD,D4U2400CS-16G,2022,8,19,4,19200
259,CFD,D4N3200CS-16G,2022,8,19,4,25600
260,CFD,D4N2666CS-16G,2022,8,19,4,21300
261,CFD,D4N3200PS-8G,2022,8,12,4,25600
262,CFD,D4N3200PS-16G,2022,8,12,4,25600
263,キングストン,KF560C32RS-16,2022,8,9,5,48000
264,キングストン,KF560C32RSA-16,2022,8,9,5,48000
265,キングストン,KF564C32RS-16,2022,8,9,5,51200
266,キングストン,KF564C32RSA-16,2022,8,9,5,51200
267,Silicon Power,SP008GBLFU266B02,2022,7,11,4,21300
268,Mushkin Enhanced,IR4GSO2400D4,2022,7,11,4,19200
269,Mushkin Enhanced,IR2GSO800D2,2022,7,11,2,6400
270,Mushkin Enhanced,IR4GSO1600D3,2022,7,11,3,12800
271,Mushkin Enhanced,IR8GSO1600D3,2022,7,11,3,12800
272,Mushkin Enhanced,IR4GSO800D2,2022,7,11,2,6400
273,Mushkin Enhanced,IR8GSO2400D4,2022,7,11,4,19200
274,Mushkin Enhanced,IR8GSO2666D4,2022,7,11,4,21300
275,Mushkin Enhanced,IR16GSO2400D4,2022,7,11,4,19200
276,Mushkin Enhanced,IR16GSO2666D4,2022,7,11,4,21300
277,Mushkin Enhanced,IR32GSO2666D4,2022,7,11,4,21300
278,UMAX,UM-DDR5S-4800-8G,2022,7,7,5,38400
279,UMAX,UM-DDR5S-4800-16G,2022,7,7,5,38400
280,UMAX,UM-DDR5S-4800-32G,2022,7,7,5,38400
281,Mushkin Enhanced,IR4GSO1066D3,2022,7,1,3,8500
282,キングストン,KVR48U40BS6-8,2022,6,30,5,38400
283,キングストン,KVR48S40BS6-8,2022,6,30,5,38400
284,キングストン,KVR48S40BS8-16,2022,6,30,5,38400
285,キングストン,KVR32N22D8/16,2022,6,30,4,25600
286,キングストン,KTL-TS432E/32G,2022,6,30,4,25600
287,キングストン,KTL-TS432E/16G,2022,6,30,4,25600
288,キングストン,KVR48S40BD8-32,2022,6,30,5,38400
289,キングストン,KVR48U40BD8-32,2022,6,30,5,38400
290,キングストン,KTL-TS432D8P/16G,2022,6,30,4,25600
291,キングストン,KTL-TS432ES8/16G,2022,6,30,4,25600
292,キングストン,KTL-TS432D8/32G,2022,6,30,4,25600
293,キングストン,KTL-TS432LQ/128G,2022,6,30,4,25600
294,キングストン,KTD-PE432E/8G,2022,6,28,4,25600
295,キングストン,KSM32RS8L/8HDR,2022,6,28,4,25600
296,キングストン,KTD-PE432ES8/16G,2022,6,28,4,25600
297,キングストン,KSM32SES8/16HC,2022,6,28,4,25600
298,キングストン,KSM32RS8/16HCR,2022,6,28,4,25600
299,キングストン,KTH-PL432/16G,2022,6,28,4,25600
300,キングストン,KTH-PL432D8/16G,2022,6,28,4,25600
301,キングストン,KSM32SES8/8HD,2022,6,28,4,25600
302,キングストン,KSM32SES8/8MR,2022,6,28,4,25600
303,キングストン,KTD-PN432E/8G,2022,6,28,4,25600
304,キングストン,KTH-PN432E/8G,2022,6,28,4,25600
305,キングストン,KTL-TN432E/8G,2022,6,28,4,25600
306,キングストン,KTD-PE432E/32G,2022,6,28,4,25600
307,キングストン,KTH-PL432ES8/16G,2022,6,28,4,25600
308,キングストン,KSM32RS8/8MRR,2022,6,28,4,25600
309,キングストン,KSM32RD8/32HCR,2022,6,28,4,25600
310,キングストン,KSM32RS4/32HCR,2022,6,28,4,25600
311,キングストン,KTD-PE432/32G,2022,6,28,4,25600
312,キングストン,KSM32SED8/32HC,2022,6,28,4,25600
313,キングストン,KTD-PE432E/16G,2022,6,28,4,25600
314,キングストン,KTL-TN432E/16G,2022,6,28,4,25600
315,キングストン,KTH-PN432ES8/16G,2022,6,28,4,25600
316,キングストン,KTD-PE432D8P/16G,2022,6,28,4,25600
317,キングストン,KTH-PN426ES8/16G,2022,6,28,4,21300
318,キングストン,KTH-PN432E/16G,2022,6,28,4,25600
319,キングストン,KTL-TS426ES8/16G,2022,6,28,4,21300
320,キングストン,KSM32RS4/16MRR,2022,6,28,4,25600
321,キングストン,KSM32RS8/16MFR,2022,6,28,4,25600
322,キングストン,KTH-PL426ES8/16G,2022,6,28,4,21300
323,キングストン,KSM32SED8/16HD,2022,6,28,4,25600
324,キングストン,KSM32SED8/16MR,2022,6,28,4,25600
325,キングストン,KTD-PN432E/16G,2022,6,28,4,25600
326,キングストン,KTD-PN432ES8/16G,2022,6,28,4,25600
327,キングストン,KTH-PL432D8P/16G,2022,6,28,4,25600
328,キングストン,KSM32RS8L/16MFR,2022,6,28,4,25600
329,キングストン,KSM32RD8/32MFR,2022,6,28,4,25600
330,キングストン,KTH-PL426E/32G,2022,6,28,4,21300
331,キングストン,KTD-PN432E/32G,2022,6,28,4,25600
332,キングストン,KTL-TN432E/32G,2022,6,28,4,25600
333,キングストン,KSM32RS4/32MFR,2022,6,28,4,25600
334,キングストン,KSM32RS4L/32MFR,2022,6,28,4,25600
335,キングストン,KTH-PN432E/32G,2022,6,28,4,25600
336,キングストン,KTD-PE432LQ/128G,2022,6,28,4,25600
337,キングストン,KTH-PL432LQ/128G,2022,6,28,4,25600
338,トランセンド,JM4800ALG-8G,2022,6,23,5,38400
339,トランセンド,JM4800ASG-8G,2022,6,23,5,38400
340,トランセンド,JM4800ASE-16G,2022,6,23,5,38400
341,トランセンド,JM4800ALE-16G,2022,6,23,5,38400
342,トランセンド,JM4800ALE-32G,2022,6,23,5,38400
343,トランセンド,JM4800ASE-32G,2022,6,23,5,38400
344,Team,TED58G4800C40-S016,2022,6,20,5,38400
345,Team,TED516G4800C40-S01,2022,6,20,5,38400
346,Team,TED532G4800C40-S01,2022,6,20,5,38400
347,Corsair,CMSX8GX4M1A2666C18,2022,6,17,4,21300
348,Corsair,CMSX16GX4M1A2666C18,2022,6,17,4,21300
349,キングストン,KSM26ES8/8MR,2022,6,9,4,21300
350,キングストン,KSM26SED8/16MR,2022,6,9,4,21300
351,キングストン,KSM26RS8/8MRR,2022,6,9,4,21300
352,キングストン,KSM32ES8/8MR,2022,6,9,4,25600
353,キングストン,KSM32ED8/32HC,2022,6,9,4,25600
354,キングストン,KSM26SES8/8MR,2022,6,9,4,21300
355,キングストン,KSM26RS4/32HCR,2022,6,9,4,21300
356,キングストン,KSM26RD4/32MRR,2022,6,9,4,21300
357,キングストン,KSM26SED8/32HC,2022,6,9,4,21300
358,キングストン,KSM26SES8/16HC,2022,6,9,4,21300
359,キングストン,KSM26ED8/16MR,2022,6,9,4,21300
360,キングストン,KSM32RD8/16MRR,2022,6,9,4,25600
361,キングストン,KSM32ED8/16MR,2022,6,9,4,25600
362,キングストン,KSM26ES8/16HC,2022,6,9,4,21300
363,キングストン,KSM26RD8/16MRR,2022,6,9,4,21300
364,キングストン,KSM26RS4/16MRR,2022,6,9,4,21300
365,キングストン,KSM26RS8/16HCR,2022,6,9,4,21300
366,キングストン,KSM26RS8/16MFR,2022,6,9,4,21300
367,キングストン,KSM32RD4/64HCR,2022,6,9,4,25600
368,キングストン,KSM26ED8/32HC,2022,6,9,4,21300
369,キングストン,KSM32RD4/32MRR,2022,6,9,4,25600
370,キングストン,KSM26RS4/32MFR,2022,6,9,4,21300
371,キングストン,KSM26RD8/32HCR,2022,6,9,4,21300
372,キングストン,KSM26RD8/32MFR,2022,6,9,4,21300
373,キングストン,KSM26RD4/64HCR,2022,6,9,4,21300
374,キングストン,KSM26RD4/64MFR,2022,6,9,4,21300
375,キングストン,KSM32RD4/64MFR,2022,6,9,4,25600
376,キングストン,KF437C19BB/8,2022,6,8,4,29800
377,Corsair,CMSX8GX5M1A4800C40,2022,6,8,5,38400
378,キングストン,KF437C19BBA/8,2022,6,8,4,29800
379,キングストン,KF548S38IB-8,2022,6,8,5,38400
380,Corsair,CMSX16GX4M1A3200C22,2022,6,8,4,25600
381,キングストン,KF556C40BB-8,2022,6,8,5,44800
382,crucial,CT16G48C40S5,2022,6,8,5,38400
383,Corsair,CMSX16GX5M1A4800C40,2022,6,8,5,38400
384,キングストン,KF548C38BB-8,2022,6,8,5,38400
385,キングストン,KF560C40BB-8,2022,6,8,5,48000
386,キングストン,KF548S38IB-16,2022,6,8,5,38400
387,キングストン,KF552C40BB-8,2022,6,8,5,41600
388,キングストン,KF556C40BB-16,2022,6,8,5,44800
389,Corsair,CMSX32GX4M1A3200C22,2022,6,8,4,25600
390,キングストン,KF560C40BB-16,2022,6,8,5,48000
391,crucial,CT32G48C40S5,2022,6,8,5,38400
392,Corsair,CMSX32GX5M1A4800C40,2022,6,8,5,38400
393,キングストン,KF548S38IB-32,2022,6,8,5,38400
394,キングストン,KF556C40BB-32,2022,6,8,5,44800
395,キングストン,KF552C40BB-32,2022,6,8,5,41600
396,キングストン,KF548C38BB-32,2022,6,8,5,38400
397,キングストン,KF432C16BBA/8,2022,6,6,4,25600
398,キングストン,KF426S15IB/8,2022,6,6,4,21300
399,キングストン,KF436C17BB/8,2022,6,6,4,28800
400,キングストン,KF426C16BBA/8,2022,6,6,4,21300
401,キングストン,KF436C17BBA/8,2022,6,6,4,28800
402,キングストン,KF432C16BB/4,2022,6,6,4,25600
403,キングストン,KF318C10B/4,2022,6,1,3,14900
404,キングストン,KF316C10BB/4,2022,6,1,3,12800
405,キングストン,KCP432SS6/4,2022,6,1,4,25600
406,キングストン,KF426C16BB/4,2022,6,1,4,21300
407,キングストン,KCP426NS6/8,2022,6,1,4,21300
408,キングストン,KF426C16BB/8,2022,6,1,4,21300
409,キングストン,KF316C10B/4,2022,6,1,3,12800
410,キングストン,KCP432NS6/8,2022,6,1,4,25600
411,キングストン,KF318LS11IB/4,2022,6,1,3,14900
412,キングストン,KCP3L16NS8/4,2022,6,1,3,12800
413,キングストン,KCP432NS8/8,2022,6,1,4,25600
414,キングストン,KF426C13RB/8,2022,6,1,4,21300
415,キングストン,KF316LS9IB/4,2022,6,1,3,12800
416,キングストン,KF318C10BB/4,2022,6,1,3,14900
417,キングストン,KF316C10B/8,2022,6,1,3,12800
418,キングストン,KF316C10BB/8,2022,6,1,3,12800
419,キングストン,KCP432NS8/16,2022,6,1,4,25600
420,キングストン,KCP3L16SD8/8,2022,6,1,3,12800
421,キングストン,KF318LS11IB/8,2022,6,1,3,14900
